No,구분,대분류,중분류,"소분류
(작업 기준)","작업
등급",재해유형,세부 위험요인,"위험
등급",위험성 감소 대책,"위험
등급"
389,SKO,기지국/중계기/선로,실외/실내,사다리 작업(3.5m이하),C2등급,부딪힘,사다리 승주시 주변 시설물에 부딪힘,C2,승주 전 사전 이동 동선 확보 후 작업,C1
390,SKO,기지국/중계기/선로,실외/실내,사다리 작업(3.5m이하),C2등급,불균형 및 무리한 동작,무리한 작업으로 인한 근골격게 질환 발생,C2,작업전 충분한 스트레칭 및 TBM 실시 시 위험요인 공유 및 숙지 후 작업,C1
391,SKO,기지국/중계기/선로,실외/실내,사다리 작업(3.5m이하),C2등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,SGR 폭염 기준 숙지 후 작업,C1
392,SKO,기지국/중계기/선로,실외/실내,사다리 작업(3.5m이하),C2등급,감전,전선 접촉 또는 누설 전류에 의한 감전,C2,작업전 조가선등 검전계로 누설 전류 확인 및 활선경보기 착용,C1
393,SKO,기지국/중계기/선로,실외/실내,사다리 작업(3.5m이하),C2등급,감전,3m 이내 고압이상 근처 작업으로 인한 감전 위험,C2,감전 예방 방호망 설치 후 작업,C1
394,SKO,기지국/중계기/선로,실외/실내,사다리 작업(3.5m이하),C2등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,장시간 작업 시 작업장 주변 그늘막 설치 및 SGR 폭염 기준 준수,C1
395,SKO,기지국/중계기/선로,실외/실내,사다리 작업(3.5m이하),C2등급,이상온도/물체접촉,추위에 의한 동상 등 위험,C2,"SGR 기준 숙지 및 핫팩, 발열조끼 착용 후 작업",C1
396,SKO,기지국/중계기/선로,실외/실내,협소 공간 작업(작업공간 부족),C2등급,부딪힘,돌출물에 의해 부딪힘,C2,작업전 TBM 시 위험요인 공유 및 숙지 후 작업,C1
397,SKO,기지국/중계기/선로,실외/실내,협소 공간 작업(작업공간 부족),C2등급,부딪힘,시설물에 부딪힘,C2,작업전 TBM 시 위험요인 공유 및 숙지 후 작업,C1
398,SKO,기지국/중계기/선로,실외/실내,협소 공간 작업(작업공간 부족),C2등급,넘어짐,주변 시설물에 걸려 넘어짐,C2,작업전 TBM 시 위험요인 공유 및 숙지 후 작업,C1
399,SKO,기지국/중계기/선로,실외/실내,협소 공간 작업(작업공간 부족),C2등급,감전,전선 접촉 또는 누설 전류에 의한 감전,C2,작업전 비접촉 검전기 확용 누설 전류 확인 후 작업,C1
400,SKO,기지국/중계기/선로,실외/실내,협소 공간 작업(작업공간 부족),C2등급,끼임,좁은 공간 이동 시 장비등에 끼임,C2,작업전 TBM 시 위험요인 공유 및 숙지 후 작업,C1
401,SKO,기지국/중계기/선로,실외/실내,협소 공간 작업(작업공간 부족),C2등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,SGR 폭염 기준 숙지 후 작업,C1
402,SKO,기지국/중계기/선로,실외/실내,협소 공간 작업(작업공간 부족),C2등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,장시간 작업 시 작업장 주변 그늘막 설치 및 SGR 폭염 기준 준수,C1
403,SKO,기지국/중계기/선로,실외/실내,협소 공간 작업(작업공간 부족),C2등급,이상온도/물체접촉,추위에 의한 동상 등 위험,C2,"SGR 기준 숙지 및 핫팩, 발열조끼 착용 후 작업",C1
404,SKO,기지국/중계기/선로,실외,공사장 작업(신규택지 등),C2등급,부딪힘,시설물에 부딪힘,C2,작업전 TBM 시 위험요인 공유 및 숙지 후 작업,C1
405,SKO,기지국/중계기/선로,실외,공사장 작업(신규택지 등),C2등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,SGR 폭염 기준 숙지 후 작업,C1
406,SKO,기지국/중계기/선로,실외,공사장 작업(신규택지 등),C2등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,장시간 작업 시 작업장 주변 그늘막 설치 및 SGR 폭염 기준 준수,C1
407,SKO,기지국/중계기/선로,실외,공사장 작업(신규택지 등),C2등급,이상온도/물체접촉,추위에 의한 동상 등 위험,C2,"SGR 기준 숙지 및 핫팩, 발열조끼 착용 후 작업",C1
408,SKO,기지국/중계기/선로,실외,공사장 작업(신규택지 등),C2등급,감전,전선 접촉 또는 누설 전류에 의한 감전,C2,작업전 비접촉 검전기 확용 누설 전류 확인 후 작업,C1
409,SKO,기지국/중계기/선로,실외,공사장 작업(신규택지 등),C2등급,불균형 및 무리한 동작,무리한 작업으로 인한 근골격계 질환 발생,C2,작업전 충분한 스트레칭 및 TBM 실시 시 위험요인 공유 및 숙지 후 작업,C1
410,SKO,기지국/중계기/선로,실외,공사장 작업(신규택지 등),C2등급,부딪힘,돌출물에 의해 부딪힘,C2,작업전 TBM 시 위험요인 공유 및 숙지 후 작업,C1
411,SKO,기지국/중계기/선로,실외,공사장 작업(신규택지 등),C2등급,교통사고,안전시설물 미설치로 인한 충돌 위험,C2,작업장 주변 안전구역 설치(신호수 배치 또는 에어로봇 설치로 차량 서행 유도),C1
412,SKO,기지국/중계기/선로,실외,공사장 작업(신규택지 등),C2등급,부딪힘,경사구간 작업시 차량미끌림으로 인한 충돌 위험,C2,차량 주차후 사이드 브레이크 작동 및 고임목 설치,C1
413,SKO,기지국/중계기/선로,실외,공사장 작업(신규택지 등),C2등급,부딪힘,낙하물에 의한 부딪힘,C2,안전모 등 보호구 착용 후 작업,C1
414,SKO,기지국/중계기/선로,실외/실내,"전원 인입 작업(발전차, 정류기, 축전지)",C2등급,감전,전선 접촉 또는 누설 전류에 의한 감전,C2,작업전 비접촉 검전기 확용 누설 전류 확인 후 작업,C1
415,SKO,기지국/중계기/선로,실외/실내,"전원 인입 작업(발전차, 정류기, 축전지)",C2등급,화재,결상 오류에의한 화재 위험,C2,작업 전 반드시 결상 확인 후 작업,C1
416,SKO,기지국/중계기/선로,실외/실내,"전원 인입 작업(발전차, 정류기, 축전지)",C2등급,화상,접속부 스파크에 의한 안면 화상 위험,C2,안면보호 마스크 또는 고글착용 후 작업,C1
417,SKO,기지국/중계기/선로,실외/실내,"전원 인입 작업(발전차, 정류기, 축전지)",C2등급,감전,AC 분전반(전원함) 내 부스바 인출 시 쇼트 발생,C2,차단기 OFF 확인 후 테스터기 측정하여 정전 확인하여 작업 시작,C1
418,SKO,기지국/중계기/선로,실외/실내,"전원 인입 작업(발전차, 정류기, 축전지)",C2등급,불균형 및 무리한 동작,무리한 작업으로 인한 근골격계 질환 발생,C2,작업전 충분한 스트레칭 및 TBM 실시 시 위험요인 공유 및 숙지 후 작업,C1
419,SKO,기지국/중계기/선로,실외/실내,"전원 인입 작업(발전차, 정류기, 축전지)",C2등급,넘어짐,작업시 근로자 넘어짐에 따른 부상,C1,작업장 정리 정돈 후 작업(실내 작업 시 실내 안전화 착용),C1
420,SKO,기지국/중계기/선로,실외/실내,"전원 인입 작업(발전차, 정류기, 축전지)",C2등급,부딪힘,도로변 주정차 시 충돌 위험,C2,작업차량 전방에 공사안내표지판 및 라바콘 설치,C1
421,SKO,기지국/중계기/선로,실외/실내,"전원 인입 작업(발전차, 정류기, 축전지)",C2등급,교통사고,안전시설물 미설치로 인한 충돌 위험,C2,작업장 주변 안전구역 설치(신호수 배치 또는 에어로봇 설치로 차량 서행 유도),C1
422,SKO,기지국/중계기/선로,실외/실내,"전원 인입 작업(발전차, 정류기, 축전지)",C2등급,화학물질 누출/접촉,작업자 실수에 의한 전해액 누출,C2,"MSDS 배치 및 교육 시행 / 피부접촉, 또는 흡입 시 응급조치 요령 사전 습득",C1
423,SKO,기지국/중계기/선로,실외/실내,"전원 인입 작업(발전차, 정류기, 축전지)",C2등급,절단/배임/찔림,작업자 실수에 의한 배임/찔림,C1,작업시 반드시 작업용 장갑 착용,C1
424,SKO,기지국/중계기/선로,실외,이동기지국 설치,C2등급,떨어짐,안전벨트 미착용 및 안전고리 미체결로 추락 위험,C2,2m이상 고소작업 시 전체식 안전대 착용 및 안전고리 체결,C1
425,SKO,기지국/중계기/선로,실외,이동기지국 설치,C2등급,떨어짐,강풍에 의한 작업자 추락,C1,풍속계를 활용하여 10m/s이상 시 중장비 사용 작업 중지,C1
426,SKO,기지국/중계기/선로,실외,이동기지국 설치,C2등급,떨어짐,강풍에 의한 작업자 추락,C1,풍속계 활용하여 14m/s이상 시 옥외 작업 중지(기상 경보 발령시),C1
427,SKO,기지국/중계기/선로,실외,이동기지국 설치,C2등급,부딪힘,자재 인양중 흔들림에 의한 작업자와 부딪힘,C2,재재 인양 시 보조 인양줄 설치로 흔들림 예방,C1
428,SKO,기지국/중계기/선로,실외,이동기지국 설치,C2등급,깔림,ANT 등 추락으로 협착/찍힘,C2,장비 이동 시 안전고리 체결로 낙하 방지,C1
429,SKO,기지국/중계기/선로,실외,이동기지국 설치,C2등급,교통사고,안전시설물 미설치로 인한 충돌 위험,C2,작업장 주변 안전구역 설치(신호수 배치 또는 에어로봇 설치로 차량 서행 유도),C1
430,SKO,기지국/중계기/선로,실외,이동기지국 설치,C2등급,절단/배임/찔림,작업자 실수에 의한 배임/찔림,C1,작업시 반드시 작업용 장갑 착용,C1
431,SKO,기지국/중계기/선로,실외,이동기지국 설치,C2등급,부딪힘,경사구간 작업시 차량미끌림으로 인한 충돌 위험,C2,차량 주차후 사이드 브레이크 작동 및 고임목 설치,C1
432,SKO,기지국/중계기/선로,실외,이동기지국 설치,C2등급,미끄러짐,사다리 승주시 미끄러짐,C2,사다리 미끄러짐 방지 테이프 부작 후 작업,C1
433,SKO,기지국/중계기/선로,실외,이동기지국 설치,C2등급,부딪힘,시민등 작업구간내 출입으로 인한 충돌 위험,C1,"안전구역 설정(전방 안전표시판, 라바콘 설치) 및 시민 통제",C1
434,SKO,기지국/중계기/선로,실외,전주 하단 작업(IP/강관주/철탑 등),C2등급,부딪힘,시설물에 부딪힘,C2,작업전 TBM 시 위험요인 공유 및 숙지 후 작업,C1
435,SKO,기지국/중계기/선로,실외,전주 하단 작업(IP/강관주/철탑 등),C2등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,SGR 폭염 기준 숙지 후 작업,C1
436,SKO,기지국/중계기/선로,실외,전주 하단 작업(IP/강관주/철탑 등),C2등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,장시간 작업 시 작업장 주변 그늘막 설치 및 SGR 폭염 기준 준수,C1
437,SKO,기지국/중계기/선로,실외,전주 하단 작업(IP/강관주/철탑 등),C2등급,이상온도/물체접촉,추위에 의한 동상 등 위험,C2,"SGR 기준 숙지 및 핫팩, 발열조끼 착용 후 작업",C1
438,SKO,기지국/중계기/선로,실외,전주 하단 작업(IP/강관주/철탑 등),C2등급,감전,전선 접촉 또는 누설 전류에 의한 감전,C2,작업전 비접촉 검전기 확용 누설 전류 확인 후 작업,C1
439,SKO,기지국/중계기/선로,실외,전주 하단 작업(IP/강관주/철탑 등),C2등급,불균형 및 무리한 동작,무리한 작업으로 인한 근골격계 질환 발생,C2,작업전 충분한 스트레칭 및 TBM 실시 시 위험요인 공유 및 숙지 후 작업,C1
440,SKO,기지국/중계기/선로,실외,전주 하단 작업(IP/강관주/철탑 등),C2등급,해충,장비 설치/점검 시 벌쏘일 위험,C1,해충방지재 활용 후 이동,C1
441,SKO,기지국/중계기/선로,실외,전주 하단 작업(IP/강관주/철탑 등),C2등급,해충,"설치/점검, 이동시 뱀에 물릴 위험",C1,수풀 등 이동 시 안전장화 착용 후 이동,C1
442,SKO,기지국/중계기/선로,실외,전주 하단 작업(IP/강관주/철탑 등),C2등급,부딪힘,돌출물에 의해 부딪힘,C2,작업전 TBM 시 위험요인 공유 및 숙지 후 작업,C1
443,SKO,기지국/중계기/선로,실외,전주 하단 작업(IP/강관주/철탑 등),C2등급,부딪힘,낙하물에 의한 부딪힘,C2,안전모 등 보호구 착용 후 작업,C1
444,SKO,기지국/중계기/선로,실외/실내,중량물 취급 작업(인력 이용),C2등급,깔림,자재 하강 중 하부 작업자 낙하물에 의한 깔림 위험,C2,자재 이동 시 상하 동시 작업 금지 ,C1
445,SKO,기지국/중계기/선로,실외/실내,중량물 취급 작업(인력 이용),C2등급,깔림,중량물 추락으로 협착/찍힘,C2, 중량물 이중 안전고리 체결로 낙하 방지,C1
446,SKO,기지국/중계기/선로,실외/실내,중량물 취급 작업(인력 이용),C2등급,불균형 및 무리한 동작,무리한 작업으로 인한 근골격계 질환 발생,C2,작업전 충분한 스트레칭 및 TBM 실시 시 위험요인 공유 및 숙지 후 작업,C1
447,SKO,기지국/중계기/선로,실외/실내,중량물 취급 작업(인력 이용),C2등급,부딪힘,자재 인양중 흔들림에 의한 작업자와 부딪힘,C2,재재 인양 시 보조 인양줄 설치로 흔들림 예방,C1
448,SKO,기지국/중계기/선로,실외/실내,중량물 취급 작업(인력 이용),C2등급,떨어짐,자재 인양줄 결속상태의 불량으로 작업자 추락,C2,"추락방지 안전구역 설정, 재재 인양 시 보조 인양줄 설치",C1
449,SKO,기지국/중계기/선로,실외/실내,중량물 취급 작업(인력 이용),C2등급,떨어짐,강풍에 의한 작업자 추락,C1,풍속계를 활용하여 10m/s이상 시 중장비 사용 작업 중지,C1
450,SKO,기지국/중계기/선로,실외/실내,중량물 취급 작업(인력 이용),C2등급,떨어짐,강풍에 의한 작업자 추락,C1,풍속계 활용하여 14m/s이상 시 옥외 작업 중지(기상 경보 발령시),C1
451,SKO,기지국/중계기/선로,실외/실내,중량물 취급 작업(인력 이용),C2등급,절단/배임/찔림,작업자 실수에 의한 배임/찔림,C1,작업시 반드시 작업용 장갑 착용,C1
452,SKO,기지국/중계기/선로,실외/실내,중량물 취급 작업(인력 이용),C2등급,떨어짐,안전벨트 미착용 및 안전고리 미체결로 추락 위험,C2,2m이상 고소작업 시 전체식 안전대 착용 및 안전고리 체결,C1
453,SKO,기지국/중계기/선로,실외/실내,중량물 취급 작업(인력 이용),C2등급,불균형 및 무리한 동작,중량물 무리한 이동에 따른 근골격계  질환,C2,작업 전 충분한 스트레칭 및 올바른 중량물 취급 ,C1
454,SKO,기지국/중계기/선로,실외/실내,중량물 취급 작업(인력 이용),C2등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,SGR 폭염 기준 숙지 후 작업,C1
455,SKO,기지국/중계기/선로,실외/실내,중량물 취급 작업(인력 이용),C2등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,장시간 작업 시 작업장 주변 그늘막 설치 및 SGR 폭염 기준 준수,C1
456,SKO,기지국/중계기/선로,실외/실내,중량물 취급 작업(인력 이용),C2등급,이상온도/물체접촉,추위에 의한 동상 등 위험,C2,"SGR 기준 숙지 및 핫팩, 발열조끼 착용 후 작업",C1
457,SKO,선로,실외/실내,고소차 미활용 포설/철거작업(광케이블),C2등급,깔림,광케이블 방차에 협착/찍힘,C2,작업 숙지 및 방차 고정 후 작업,C1
458,SKO,선로,실외/실내,고소차 미활용 포설/철거작업(광케이블),C2등급,불균형 및 무리한 동작,무리한 작업으로 인한 근골격계 질환 발생,C2,작업전 충분한 스트레칭 및 TBM 실시 시 위험요인 공유 및 숙지 후 작업,C1
459,SKO,선로,실외/실내,고소차 미활용 포설/철거작업(광케이블),C2등급,미끄러짐,사다리 승주시 미끄러짐,C2,사다리 미끄러짐 방지 테이프 부작 후 작업,C1
460,SKO,선로,실외/실내,고소차 미활용 포설/철거작업(광케이블),C2등급,넘어짐,주변 재재에 걸려 넘어질 위험,C1,"각반착용 및 전방주시 및 주변시설물(지선,블록,구조물)확인, 정리정돈 철저",C1
461,SKO,선로,실외/실내,고소차 미활용 포설/철거작업(광케이블),C2등급,절단/배임/찔림,작업자 실수에 의한 배임/찔림,C1,작업시 반드시 작업용 장갑 착용,C1
462,SKO,선로,실외/실내,고소차 미활용 포설/철거작업(광케이블),C2등급,떨어짐,맨홀내 떨어질 위험,C2,안전구역 설정 및 작업 숙지 후 작업,C1
463,SKO,선로,실외/실내,고소차 미활용 포설/철거작업(광케이블),C2등급,불균형 및 무리한 동작,중량물 무리한 이동에 따른 근골격계  질환,C2,작업 전 충분한 스트레칭 및 올바른 중량물 취급 ,C1
464,SKO,선로,실외/실내,고소차 미활용 포설/철거작업(광케이블),C2등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,SGR 폭염 기준 숙지 후 작업,C1
465,SKO,선로,실외/실내,고소차 미활용 포설/철거작업(광케이블),C2등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,장시간 작업 시 작업장 주변 그늘막 설치 및 SGR 폭염 기준 준수,C1
466,SKO,선로,실외/실내,고소차 미활용 포설/철거작업(광케이블),C2등급,이상온도/물체접촉,추위에 의한 동상 등 위험,C2,"SGR 기준 숙지 및 핫팩, 발열조끼 착용 후 작업",C1
467,SKO,선로,실외/실내, 전송 현행화 작업(광케이블 등),C2등급,부딪힘,돌출물에 의해 부딪힘,C2,작업전 TBM 시 위험요인 공유 및 숙지 후 작업,C1
468,SKO,선로,실외/실내, 전송 현행화 작업(광케이블 등),C2등급,부딪힘,낙하물에 의한 부딪힘,C2,안전모 등 보호구 착용 후 작업,C1
469,SKO,선로,실외/실내, 전송 현행화 작업(광케이블 등),C2등급,부딪힘,경사구간 작업시 차량미끌림으로 인한 충돌 위험,C2,차량 주차후 사이드 브레이크 작동 및 고임목 설치,C1
470,SKO,선로,실외/실내, 전송 현행화 작업(광케이블 등),C2등급,교통사고,안전시설물 미설치로 인한 충돌 위험,C2,도로변 안전구역 설치(신호수 배치 또는 에어로봇 설치로 차량 서행 유도),C1
471,SKO,선로,실외/실내, 전송 현행화 작업(광케이블 등),C2등급,떨어짐,강풍에 의한 작업자 추락,C1,풍속계 활용하여 14m/s이상 시 옥외 작업 중지(기상 경보 발령시),C1
472,SKO,선로,실외/실내, 전송 현행화 작업(광케이블 등),C2등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,SGR 폭염 기준 숙지 후 작업,C1
473,SKO,선로,실외/실내, 전송 현행화 작업(광케이블 등),C2등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,장시간 작업 시 작업장 주변 그늘막 설치 및 SGR 폭염 기준 준수,C1
474,SKO,선로,실외/실내, 전송 현행화 작업(광케이블 등),C2등급,부딪힘,낙하물에 의한 부딪힘,C1,안전모 등 보호구 착용 후 작업,C1
475,SKO,선로,실외/실내, 전송 현행화 작업(광케이블 등),C2등급,이상온도/물체접촉,추위에 의한 동상 등 위험,C2,"SGR 기준 숙지 및 핫팩, 발열조끼 착용 후 작업",C1
476,SKO,기지국/통합국/교환사옥,실외/실내,"비 활선 저압 전원 작업(1,000V이하)",C2등급,감전,전선 접촉 또는 누설 전류에 의한 감전,C2,작업전 비접촉 검전기 확용 누설 전류 확인 후 작업,C1
477,SKO,기지국/통합국/교환사옥,실외/실내,"비 활선 저압 전원 작업(1,000V이하)",C2등급,절단/배임/찔림,작업자 실수에 의한 배임/찔림,C1,작업시 반드시 작업용 장갑 착용,C1
478,SKO,기지국/통합국/교환사옥,실외/실내,"비 활선 저압 전원 작업(1,000V이하)",C2등급,흩날림,드릴작업 시 분진등 흩날림에 의한 위험,C1,방진마스크 및 보안경 착용 후 작업,C1
479,SKO,기지국/통합국/교환사옥,실외/실내,"비 활선 저압 전원 작업(1,000V이하)",C2등급,교통사고,안전시설물 미설치로 인한 충돌 위험,C2,도로변 안전구역 설치(신호수 배치 또는 에어로봇 설치로 차량 서행 유도),C1
480,SKO,기지국/통합국/교환사옥,실외/실내,"비 활선 저압 전원 작업(1,000V이하)",C2등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,SGR 폭염 기준 숙지 후 작업,C1
481,SKO,기지국/통합국/교환사옥,실외/실내,"비 활선 저압 전원 작업(1,000V이하)",C2등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,장시간 작업 시 작업장 주변 그늘막 설치 및 SGR 폭염 기준 준수,C1
482,SKO,기지국/통합국/교환사옥,실외/실내,"비 활선 저압 전원 작업(1,000V이하)",C2등급,불균형 및 무리한 동작,무리한 작업으로 인한 근골격계 질환 발생,C2,작업전 충분한 스트레칭 및 TBM 실시 시 위험요인 공유 및 숙지 후 작업,C1
483,SKO,기지국/통합국/교환사옥,실외/실내,"비 활선 저압 전원 작업(1,000V이하)",C2등급,이상온도/물체접촉,추위에 의한 동상 등 위험,C2,"SGR 기준 숙지 및 핫팩, 발열조끼 착용 후 작업",C1
484,SKO,기지국/중계기,실외/실내,ANT 최적화 작업(추락위험 없음),C2등급,절단/배임/찔림,현장에서 자재 조립에의한 배임/찔림,C1,작업시 반드시 작업용 장갑 착용,C1
485,SKO,기지국/중계기,실외/실내,ANT 최적화 작업(추락위험 없음),C2등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,SGR 폭염 기준 숙지 후 작업,C1
486,SKO,기지국/중계기,실외/실내,ANT 최적화 작업(추락위험 없음),C2등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,장시간 작업 시 작업장 주변 그늘막 설치 및 SGR 폭염 기준 준수,C1
487,SKO,기지국/중계기,실외/실내,ANT 최적화 작업(추락위험 없음),C2등급,이상온도/물체접촉,추위에 의한 동상 등 위험,C2,"SGR 기준 숙지 및 핫팩, 발열조끼 착용 후 작업",C1
488,SKO,기지국/중계기,실외/실내,ANT 최적화 작업(추락위험 없음),C2등급,넘어짐,주변 재재에 걸려 넘어질 위험,C1,"각반착용 및 전방주시 및 주변시설물(지선,블록,구조물)확인, 정리정돈 철저",C1
489,SKO,기지국/중계기,실외/실내,ANT 최적화 작업(추락위험 없음),C2등급,부딪힘,돌출물에 의해 부딪힘,C2,작업전 TBM 시 위험요인 공유 및 숙지 후 작업,C1
490,SKO,기지국/중계기,실외/실내,ANT 최적화 작업(추락위험 없음),C2등급,부딪힘,낙하물에 의한 부딪힘,C2,안전모 등 보호구 착용 후 작업,C1
491,SKO,기지국/중계기,실외/실내,ANT 최적화 작업(추락위험 없음),C2등급,감전,전선 접촉 또는 누설 전류에 의한 감전,C1,작업전 비접촉 검전기 확용 누설 전류 확인 후 작업,C1
492,SKO,기지국/중계기,실외/실내,ANT 최적화 작업(추락위험 없음),C2등급,교통사고,안전시설물 미설치로 인한 충돌 위험,C2,도로변 안전구역 설치(신호수 배치 또는 에어로봇 설치로 차량 서행 유도),C1
493,SKO,기지국/중계기,실외/실내,ANT 최적화 작업(추락위험 없음),C2등급,떨어짐,안전벨트 미착용 및 안전고리 미체결로 추락 위험,C2,2m이상 고소작업 시 전체식 안전대 착용 및 안전고리 체결,C1
494,SKO,기지국/중계기/선로,실외,옥상/옥탑 작업(추락위험 없음),C2등급,넘어짐,주변 돌출물에 의한 넘어짐,C2,도출물 경고 표시 등 인지 수단 확보 후 작업,C1
495,SKO,기지국/중계기/선로,실외,옥상/옥탑 작업(추락위험 없음),C2등급,넘어짐,주변 시설물에 걸려 넘어짐,C1,작업전 TBM 시 위험요인 공유 및 숙지 후 작업,C1
496,SKO,기지국/중계기/선로,실외,옥상/옥탑 작업(추락위험 없음),C2등급,넘어짐,지선에 걸려 넘어짐,C1,지선 등에 반사 테이프 부착 등 경고 표시 및 인지 후 작업,C1
497,SKO,기지국/중계기/선로,실외,옥상/옥탑 작업(추락위험 없음),C2등급,부딪힘,돌출물에 의해 부딪힘,C2,작업전 TBM 시 위험요인 공유 및 숙지 후 작업,C1
498,SKO,기지국/중계기/선로,실외,옥상/옥탑 작업(추락위험 없음),C2등급,넘어짐,주변 재재에 걸려 넘어질 위험,C1,이동 동선 및 작업 동선 확보 후 작업,C1
499,SKO,기지국/중계기/선로,실외,옥상/옥탑 작업(추락위험 없음),C2등급,절단/배임/찔림,작업자 실수에 의한 배임/찔림,C1,작업시 반드시 작업용 장갑 착용,C1
500,SKO,기지국/중계기/선로,실외,옥상/옥탑 작업(추락위험 없음),C2등급,부딪힘,시설물에 부딪힘,C2,작업전 TBM 시 위험요인 공유 및 숙지 후 작업,C1
501,SKO,기지국/중계기/선로,실외,옥상/옥탑 작업(추락위험 없음),C2등급,감전,전선 접촉 또는 누설 전류에 의한 감전,C1,작업전 비접촉 검전기 확용 누설 전류 확인 후 작업,C1
502,SKO,기지국/중계기/선로,실외,옥상/옥탑 작업(추락위험 없음),C2등급,이상온도/물체접촉,고온에 의한 열사병 위험,C1,SGR 폭염 기준 숙지 후 작업,C1
503,SKO,기지국/중계기/선로,실외,옥상/옥탑 작업(추락위험 없음),C2등급,이상온도/물체접촉,고온에 의한 열사병 위험,C1,장시간 작업 시 작업장 주변 그늘막 설치 및 SGR 폭염 기준 준수,C1
504,SKO,기지국/중계기/선로,실외,옥상/옥탑 작업(추락위험 없음),C2등급,이상온도/물체접촉,추위에 의한 동상 등 위험,C1,"SGR 기준 숙지 및 핫팩, 발열조끼 착용 후 작업",C1
505,SKO,기지국/중계기/선로,실내,"일반 실내 작업(집/중/통, 국사)",C2등급,절단/배임/찔림,작업자 실수에 의한 배임/찔림,C1,작업시 반드시 작업용 장갑 착용,C1
506,SKO,기지국/중계기/선로,실내,"일반 실내 작업(집/중/통, 국사)",C2등급,부딪힘,장비등 작업자 실수에 의한 떨어짐으로 발 부상 위험,C2,실내 작업 시 실내 안전화 착용 후 작업,C2
507,SKO,기지국/중계기/선로,실내,"일반 실내 작업(집/중/통, 국사)",C2등급,부딪힘,시설물에 부딪힘,C1,작업전 TBM 시 위험요인 공유 및 숙지 후 작업,C1
508,SKO,기지국/중계기/선로,실내,"일반 실내 작업(집/중/통, 국사)",C2등급,떨어짐,트레이 위 작업시 떨어짐,C2,주변 시설물에 안전고리 체결 후 작업,C1
509,SKO,기지국/중계기/선로,실내,"일반 실내 작업(집/중/통, 국사)",C2등급,떨어짐,장비위 작업 시 떨어짐,C1,"장비 전도 위험이 있으니 장비위 작업 금지, 작업필요 시 사다리(전도방지대 포함) 사용",C1
510,SKO,기지국/중계기/선로,실내,"일반 실내 작업(집/중/통, 국사)",C2등급,넘어짐,주변 시설물에 걸려 넘어짐,C1,작업전 TBM 시 위험요인 공유 및 숙지 후 작업,C1
511,SKO,기지국/중계기/선로,실내,"일반 실내 작업(집/중/통, 국사)",C2등급,불균형 및 무리한 동작,무리한 작업으로 인한 근골격계 질환 발생,C2,작업전 충분한 스트레칭 및 TBM 실시 시 위험요인 공유 및 숙지 후 작업,C1
512,SKO,기지국/중계기/선로,실외,진입로 위험 작업(도보/등산로/도서),C2등급,넘어짐,도보 이동 시 도출물에 의한 넘어짐,C2,도보 이동 전 이동 동선 확보 후 이동,C1
513,SKO,기지국/중계기/선로,실외,진입로 위험 작업(도보/등산로/도서),C2등급,넘어짐,돌출물 및 수목에의한 넘어짐,C2,각반 착용을 통한 걸릴 위험 최소화 후 이동,C1
514,SKO,기지국/중계기/선로,실외,진입로 위험 작업(도보/등산로/도서),C2등급,해충,등산로 이동시 벌쏘일 위험,C1,해충방지재 활용 후 이동,C1
515,SKO,기지국/중계기/선로,실외,진입로 위험 작업(도보/등산로/도서),C2등급,해충,등산로 등 이동시 뱀에 물릴 위험,C1,수풀 등 이동 시 안전장화 착용 후 이동,C1
516,SKO,기지국/중계기/선로,실외,진입로 위험 작업(도보/등산로/도서),C2등급,미끄러짐,경사지 이동시 미끄러짐 위험,C2,주변 시설물에 생명줄 설치 후 이동,C1
517,SKO,기지국/중계기/선로,실외,진입로 위험 작업(도보/등산로/도서),C2등급,절단/배임/찔림,"수목 등에 배임, 찔릴 위험",C1,토시 착용 및 작업용 장갑 착용,C1
518,SKO,기지국/중계기/선로,실외,진입로 위험 작업(도보/등산로/도서),C2등급,이상온도/물체접촉,고온에 의한 열사병 위험,C1,SGR 폭염 기준 숙지 후 작업,C1
519,SKO,기지국/중계기/선로,실외,진입로 위험 작업(도보/등산로/도서),C2등급,이상온도/물체접촉,추위에 의한 동상 등 위험,C1,"SGR 기준 숙지 및 핫팩, 발열조끼 착용 후 작업",C1
